h;185;122;87
c1;181;230;29
d1;255;242;0
e1;195;195;195
f1;237;28;36
g1;153;217;234
a1;255;127;39
h1;255;174;201
c2;127;127;127
d2;255;201;14
e2;63;72;204
f2;34;177;76
g2;163;73;164
a2;112;146;190
